resume_seq,recruitment_seq,text_keyword_x,text_keyword_y
U05740,R06524,의류생산관리,
U06629,R06524,디자이너,
U06894,R06524,구매;자재,
U07087,R06524,의류,
U00105,R00567,매장관리,
U01562,R00567,,
U01698,R00567,매장관리;영업관리;영업MD,
U02148,R00567,매장영업관리,
U02230,R00567,영업,
U06546,R00567,영업담당;바이어,
U06550,R00567,매장영업관리;영업MD,
U06627,R00567,매장영업관리;매장개설,
U07026,R00567,유통망확장;매출관리;매장영업,
U08320,R00567,영업관리,
U00106,R02350,VMD;디스플레이;인테리어,
U00330,R02350,VMD,
U00523,R02350,디스플레이;VM;VMD,
U01943,R02350,디스플레이;VMD;비주얼머천다이저;DISPLAY;공간디자인,
U02054,R02350,VMD;SVA;디스플레이;비주얼머천다이저,
U03683,R02350,디자이너;MD,
U04160,R02350,디스플레이;VMD;패션VMD;비주얼머천다이저,
U04914,R02350,MD,
U05283,R02350,VMD;디스플레이;머천다이저,
U05406,R02350,그래픽디자인;일러스트;포토샵;POP,
U08144,R02350,VMD;디스플레이;머천다이저;VM,
U00106,R04951,VMD;디스플레이;인테리어,VMD
U00485,R04951,브랜드기획;소재;컬러,VMD
U01270,R04951,디스플레이;코디네이터;VM;VMD;매장교육,VMD
U01272,R04951,디자인;디자이너,VMD
U02669,R04951,VMD;머천다이징;디스플레이;디자인,VMD
U07735,R04951,의상디자인,VMD
U08229,R04951,상품기획MD,VMD
U08380,R04951,VMD;디스플레이,VMD
U00107,R03215,패션MD;기획MD;바잉MD,산드로;산드로옴므;엠디;MD;여성복MD;수입;남성복MD;옴므
U01873,R03215,상품기획,산드로;산드로옴므;엠디;MD;여성복MD;수입;남성복MD;옴므
U03370,R03215,상품기획;패션MD;가격협상;생산관리;상품입출고,산드로;산드로옴므;엠디;MD;여성복MD;수입;남성복MD;옴므
U03565,R03215,MD;바잉MD;기획MD;상품기획;바잉;기획;상품기획MD,산드로;산드로옴므;엠디;MD;여성복MD;수입;남성복MD;옴므
U04417,R03215,바잉MD,산드로;산드로옴므;엠디;MD;여성복MD;수입;남성복MD;옴므
U05975,R03215,여성복;디자이너;의류디자인;스타일디자인,산드로;산드로옴므;엠디;MD;여성복MD;수입;남성복MD;옴므
U00107,R01602,패션MD;기획MD;바잉MD,
U01378,R01602,기획MD;상품MD;생산관리,
U05051,R01602,상품기획기획MD,
U05772,R01602,여성복;기획MD;상품기획;머천다이저,
U05948,R01602,바잉MD;영업MD;유통MD;전략기획,
U06443,R01602,디자이너;소재;컬러리스트,
U07958,R01602,MD;기획;영업;디스플레이,
U08003,R01602,상품기획;기획MD,
U00108,R01903,영업기획;영업MD;물량운영;상품기획;아웃도어;스포츠;골프;영업,
U01786,R01903,백화점영업;매장영업관리,
U03303,R01903,백화점;바이어;상품본부영업;생산관리;바잉MD,
U00108,R01503,영업기획;영업MD;물량운영;상품기획;아웃도어;스포츠;골프;영업,
U01354,R01503,MD;상품기획;샵마스터;머천다이저;패션MD;기획MD;엠디;남성복;여성복,
U03224,R01503,영업,
U03303,R01503,백화점;바이어;상품본부영업;생산관리;바잉MD,
U03533,R01503,매장영업관리,
U03551,R01503,캐주얼;영캐주얼;영업팀장;영업;백화점;대리점;아울렛;로드숍,
U05060,R01503,매장영업관리,
U05562,R01503,매장영업,
U05717,R01503,유통;물류관리;남성복;의복;의류;캐주얼;아동복;스포츠웨어;거래처관리;대리점관리;매장관리;영업관리;영업기획;거래처관리;국내영업;매장관리;면세점영업;백화점영업;할인점;유통영업,
U07067,R01503,경험과현장중심의인재,
U08192,R01503,매장영업관리,
U08321,R01503,영업기획;영업,
U00108,R03242,영업기획;영업MD;물량운영;상품기획;아웃도어;스포츠;골프;영업,
U00109,R01215,의상디지인;패션디자인;여성복디자인,
U01088,R01215,여성복디자인;피팅,
U01257,R01215,디자이너;머천다이저,
U01299,R01215,디자이너;상품기획;매장영업관리,
U01608,R01215,아웃도어;골프웨어,
U01613,R01215,디자이너,
U02270,R01215,여성복디자인,
U03768,R01215,디자이너;피팅,
U04267,R01215,디자이너;의상디자인;스포츠;브랜드;유아복;아동복,
U04583,R01215,패션디자인;의상디자인,
U06133,R01215,피팅,
U06540,R01215,디자이너;신입;경력;여성복,
U07483,R01215,의상디자인,
U08107,R01215,디자인,
U00109,R05973,의상디지인;패션디자인;여성복디자인,
U00436,R05973,여성복디자이너;포토샵일러스트그래픽,
U00748,R05973,컬러리스트;문화예술교육사;디자인;섬유디자인;금속디자인;공예;소재;텍스타일,
U01364,R05973,의류디자인;패션디자인,
U03073,R05973,디자인;상품기획;RD;해외;벤더,
U03343,R05973,패션디자인;여성복디자인;유아동복디자인,
U04573,R05973,패션디자이너,
U07975,R05973,패션디자인;섬유디자인;소재디자인;여성복디자인;텍스타일디자인;우븐디자인,
U00109,R04499,의상디지인;패션디자인;여성복디자인,
U00436,R04499,여성복디자이너;포토샵일러스트그래픽,
U03965,R04499,캐주얼디자이너;남성복디자이너,
U04452,R04499,MD;상품기획;디스플레이;영업관리;머천다이저;생산;기획;매장관리;피팅,
U05127,R04499,디자이너,
U05214,R04499,의상디자이너,
U06879,R04499,패션;텍스타일;컬러리스트;그래픽;의류;MD;스포츠;아웃도어;일러스트;포토샵,
U07332,R04499,의류디자인,
U00110,R03785,매장영업관리,
U00153,R03785,영업관리,
U01956,R03785,영업관리,
U02065,R03785,영업MD;영업관리,
U02324,R03785,매장영업관리;백화점;대리점,
U02636,R03785,영업,
U04068,R03785,MD;영업;영업관리;디자인,
U04508,R03785,매장영업;영업MD;영업관리,
U05748,R03785,매출관리;영업관리;영업기획;영업지원;대리점관리,
U06550,R03785,매장영업관리;영업MD,
U07304,R03785,대리점및백화점영업담당,
U08318,R03785,영업;영업관리,
U00110,R05153,매장영업관리,
U00470,R05153,의류;영업MD;영업지원;영업기획;영업관리,
U01934,R05153,영업MD;영업관리지원,
U02720,R05153,영업MD;여성복MD;남성복MD,
U03142,R05153,매장영업관리;매장관리;백화점영업;대리점영업;의류영업;골프영업,
U03189,R05153,의류영업,
U04068,R05153,MD;영업;영업관리;디자인,
U04198,R05153,영업관리영업지원영업MD,
U05555,R05153,,
U05748,R05153,매출관리;영업관리;영업기획;영업지원;대리점관리,
U06542,R05153,머천다이저,
U06680,R05153,매장영업관리,
U07195,R05153,매출관리;채권관리;영업MD외,
U07272,R05153,영업관리패션홍보,
U00110,R04075,매장영업관리,
U00910,R04075,매장영업관리,
U01919,R04075,영업MD;회계;영업관리;매장관리,
U02065,R04075,영업MD;영업관리,
U02946,R04075,매장영업관리;영업MD,
U05415,R04075,매장영업관리,
U05904,R04075,MD,
U06059,R04075,매장영업관리,
U06550,R04075,매장영업관리;영업MD,
U07973,R04075,영업생산관리,
U00110,R01401,매장영업관리,
U01629,R01401,패션영업;백화점영업;매장영업,
U01956,R01401,영업관리,
U02324,R01401,매장영업관리;백화점;대리점,
U02670,R01401,매장영업관리,
U02946,R01401,매장영업관리;영업MD,
U03142,R01401,매장영업관리;매장관리;백화점영업;대리점영업;의류영업;골프영업,
U06680,R01401,매장영업관리,
U07438,R01401,MD;생산;생산관리;자재구매;생산MD,
U07798,R01401,영업,
U08318,R01401,영업;영업관리,
U00110,R02368,매장영업관리,의류;섬유;의복;의상;영업관리
U00893,R02368,매장영업관리,의류;섬유;의복;의상;영업관리
U02416,R02368,영업기획;영업;매장영업관리;대리점영업;영업MD,의류;섬유;의복;의상;영업관리
U02474,R02368,백화점영업관리;매장영업및관리,의류;섬유;의복;의상;영업관리
U03615,R02368,일반영업관리;매장영업;머천다이저;MD,의류;섬유;의복;의상;영업관리
U05415,R02368,매장영업관리,의류;섬유;의복;의상;영업관리
U05555,R02368,,의류;섬유;의복;의상;영업관리
U06059,R02368,매장영업관리,의류;섬유;의복;의상;영업관리
U06107,R02368,매장영업관리,의류;섬유;의복;의상;영업관리
U07789,R02368,매장영업관리,의류;섬유;의복;의상;영업관리
U08365,R02368,영업기획;국내영업;매장관리,의류;섬유;의복;의상;영업관리
U00111,R01488,패션디자이너,
U00849,R01488,다이마루;우븐디자이너,
U00944,R01488,우븐디자이너,
U01058,R01488,,
U01221,R01488,,
U01897,R01488,우븐디자이너상품획MD,
U02267,R01488,디자이너,
U02294,R01488,패션디자인;여성복디자인;디스플레이;VMD;니트디자인;신발디자인;잡화디자인,
U02489,R01488,의상디자인;의류디자인;패션디자인,
U02678,R01488,여성복디자인;우븐디자인;패션디자인,
U03578,R01488,아웃도어디자인;스포츠웨어디자인,
U03590,R01488,구매관리;부자재;발주;사무;급여;마케팅기획;영업기획;국내영업;VMD;여성복디자인,
U03868,R01488,디자이너,
U04128,R01488,패션디자이너;우븐디자이너,
U04541,R01488,의상디자인,
U04877,R01488,여성복디자인,
U04939,R01488,의상디자이너,
U05292,R01488,의상디자인;섬유;텍스타일디자인,
U05497,R01488,디자이너,
U05995,R01488,여성복디자인;우븐디자인;잡화디자인;패션디자인,
U06716,R01488,VMD;회계;COLORIST;재무;인사;비서,
U07862,R01488,우븐디자이너,
U07905,R01488,웨딩드레스레이스및비딩,
U00111,R00839,패션디자이너,
U00763,R00839,기획;바이어;패션MD;MD;상품기획;시장조사;머천다이저;물류기획;패션디자인;여성복디자인;니트디자인;의복;의류;우븐;스포츠웨어디자인;캐주얼;스포츠웨어;넥타이;잡화디자인,
U01058,R00839,,
U04663,R00839,마케팅;마케팅기획;패션마케팅;해외마케팅;의복;의류;캐주얼;무역;무역사무;영업기획;VMD,
U05002,R00839,여성복디자인;패션쇼핑몰MD,
U06130,R00839,의상디자이너,
U07684,R00839,신입디자이너,
U00111,R06653,패션디자이너,
U00849,R06653,다이마루;우븐디자이너,
U00947,R06653,상품기획;디자이너;패션정보;컬러분석;마켓분석,
U01072,R06653,니트디자이너,
U01769,R06653,VMD;디스플레이;인테리어;비쥬얼디자인,
U02059,R06653,머천다이저,
U02633,R06653,여성복디자인;패션디자인;신발디자인;섬유디자인;패션MD;의류;잡화,
U02713,R06653,머천다이저;MD;기획;의류;의복;캐주얼,
U02748,R06653,디자이너,
U02894,R06653,패션디자이너;상품기획,
U03164,R06653,업무제휴;온라인마케팅,
U03270,R06653,생산관리,
U03463,R06653,머천다이저,
U03817,R06653,상품기획MD;영업MD;홍보;마케팅,
U04605,R06653,온라인유통망관리;상품기획;웹전시관리,
U04619,R06653,의류디자인,
U04651,R06653,패션디자이너,
U05404,R06653,디자이너,
U05995,R06653,여성복디자인;우븐디자인;잡화디자인;패션디자인,
U06351,R06653,MD,
U06737,R06653,패션디자인,
U07144,R06653,여성복,
U07322,R06653,우븐다이마루디자이너;피팅모델,
U07779,R06653,디자인,
U08106,R06653,상품기획;우븐디자인,
U00111,R02589,패션디자이너,
U01858,R02589,패션디자인;패션디자이너,
U04416,R02589,컬러;소재;디자인;기획;마케팅,
U04532,R02589,패션디자인;VMD;텍스타일디자인;소재디자인;여성복디자인,
U00111,R06343,패션디자이너,
U02468,R06343,우븐디자인;경력디자인;악세사리디자인;스타일리스트,
U04202,R06343,의상디자인및기획,
U04557,R06343,의상디자인,
U04896,R06343,디자이너,
U05416,R06343,의상디자인,
U06045,R06343,MD,
U06716,R06343,VMD;회계;COLORIST;재무;인사;비서,
U07469,R06343,우븐디자이너,
U07862,R06343,우븐디자이너,
U08198,R06343,디자이너;패션디자이너;경력,
U00111,R01528,패션디자이너,
U00160,R01528,디자이너;골프웨어;스포츠웨어,
U00420,R01528,텍스타일;소재;악세사리;디자인,
U00937,R01528,의상디자이너,
U00998,R01528,여성복디자인;패션디자인;아동복디자인,
U01175,R01528,의상디자이너;남성복디자이너;여성복디자이너,
U01731,R01528,머천다이저;패션디자인,
U02019,R01528,텍스타일디자인,
U03237,R01528,패션,
U03648,R01528,여성복디자이너,
U04251,R01528,여성복디자인,
U04739,R01528,우븐디자이너,
U04759,R01528,니트디자이너;우븐디자이너;패션디자이너,
U05173,R01528,의류디자이너;의상디자이너;디스플레이;머천다이져;MD;VMD,
U05289,R01528,여성복;의상디자인;패션디자인;의류;디자인;포토샵,
U05657,R01528,텍스타일패션,
U05797,R01528,섬유;소재개발;의복;의류;텍스타일디자인;소재디자인;남성복디자인;원단,
U06023,R01528,패션디자인,
U06283,R01528,여성복디자이너,
U07295,R01528,섬유;일어;패션;컬러;소재;여성복;캐쥬얼;MD;머천다이저,
U08047,R01528,우븐디자이너,
U08143,R01528,의상디자이너;의류디자이너;여성복디자이너;남성복디자이너;패션디자이너,
U08407,R01528,디자이너;MD,
U00111,R03009,패션디자이너,
U00849,R03009,다이마루;우븐디자이너,
U01180,R03009,패션디자이너,
U01782,R03009,패션디자인;우븐디자인;다이마루디자인,
U03445,R03009,우븐디자이너;여성복디자이너;경력,
U04877,R03009,여성복디자인,
U05796,R03009,여성복디자인;모피디자인;특종디자인;수입바잉,
U05995,R03009,여성복디자인;우븐디자인;잡화디자인;패션디자인,
U06716,R03009,VMD;회계;COLORIST;재무;인사;비서,
U07239,R03009,우븐디자이너,
U07862,R03009,우븐디자이너,
U00112,R03297,VMD,
U01042,R03297,VMD디스플레이코디네이터,
U01385,R03297,VMD;마케팅;유니섹스캐쥬얼;아웃도어;스포츠,
U01495,R03297,일러스트디자이너,
U02185,R03297,VMD;비주얼머천다이저;매장디스플레이,
U03511,R03297,패션MD;VMD;MD;광고기획;VMD;패션디자인;우븐디자인;섬유디자인;가방디자인;디스플레이;잡화디자인,
U04569,R03297,패션디자이너;캐쥬얼디자이너,
U04576,R03297,구두;가방;섬유;의류;원단;악세사리;스포츠웨어;소재개발;잡화;VMD;패션디자인;가방디자인;잡화디자인;이너웨어디자인;디스플레이;섬유디자인,
U06171,R03297,상품기획;소재디자이너;머천다이저,
U07663,R03297,VMD,
U08351,R03297,상품기획;디스플레이;머천다이저,
U00112,R04267,VMD,
U01209,R04267,,
U03916,R04267,VMD;디스플레이;인테리어,
U03968,R04267,기획MD;VMD;디스플레이;디자이너,
U04643,R04267,디스플레이;VMD;디자인;기획,
U06504,R04267,VMD,
U06908,R04267,VMD;디스플레이;인테리어;코디네이터,
U00112,R04970,VMD,
U00149,R04970,디스플레이;상품기획및홍보,
U00431,R04970,국내영업;거래처관리;매장관리;백화점영업;법인영업;해외영업,
U01136,R04970,VMD,
U01416,R04970,디스플레이;인테리어업체핸들링;마케팅홍보,
U01887,R04970,광고디자인;시각디자인;포스터디자인;CG;아트디렉터;홍보디자인,
U08134,R04970,VMD;디스플레이;디자인;머쳔다이저,
U00113,R05838,매장영업,
U04682,R05838,영업,
U06317,R05838,영업기획;영업MD;영업지원;영업관리;경영기획,
U06545,R05838,엠디영업,
U06680,R05838,매장영업관리,
U07687,R05838,영업;영업MD,
U00113,R01723,매장영업,영업관리
U02205,R01723,매장영업관리,영업관리
U02318,R01723,상품기획;영업;영업관리;머천다이저,영업관리
U02769,R01723,매장영업,영업관리
U03177,R01723,영업,영업관리
U04317,R01723,매장영업관리,영업관리
U04888,R01723,백화점영업;국내영업;매장관리,영업관리
U06680,R01723,매장영업관리,영업관리
U06747,R01723,상품기획;MD;영업MD,영업관리
U07203,R01723,매장영업백화점;아울렛;로드샵;상설점,영업관리
U07319,R01723,영업,영업관리
U07687,R01723,영업;영업MD,영업관리
U08455,R01723,백화점아울렛본사영업팀,영업관리
U00114,R00559,의류,
U00282,R00559,머천다이저;MD;상품기획,
U00328,R00559,경영관리;경영지원;총무;OA;전산직,
U00400,R00559,상품기획;바잉;영업관리;머천다이저,
U00446,R00559,구매경력23;영업MD;영업관리희망합니다,
U00802,R00559,홍보;머천다이저;상품기획,
U01172,R00559,상품기획;마케팅;머천다이저;MD;상품관리;영업기획;패션,
U01320,R00559,기획MD경력4년차,
U01321,R00559,MD;기획MD;상품기획;유통MD;생산MD;기획;패션MD;홈쇼핑MD;머천다이저;엠디,
U01377,R00559,우븐디자이너,
U01555,R00559,머천다이저,
U01559,R00559,상품기획;머천다이저,
U01840,R00559,상품기획MD,
U02263,R00559,우븐디자이너;피혁;모피디자이너;데님디자이너;프로모션영업;일러스트레이터,
U02333,R00559,MD,
U02374,R00559,의류,
U02924,R00559,패션디자이너;상품기획;MD,
U03079,R00559,상품기획MD,
U03164,R00559,업무제휴;온라인마케팅,
U03365,R00559,경영기획;경영분석;경영전략;경영지원;기획전략;기획조사;신규사업기획;전략;전략기획;출판기획;사업기획;마케팅;마케팅기획;브랜딩;사업기획;CRM,
U03431,R00559,상품기획;영업관리,
U03622,R00559,상품기획;기획MD;MD,
U03704,R00559,머천다이저;MD;소재디자인;의류디자인,
U03706,R00559,머천다이저;상품기획;디스플레이,
U04048,R00559,상품기획,
U04127,R00559,상품기획;매장관리;영업;마케팅;홍보,
U04149,R00559,머천다이저;바이어;상품기획;기획MD;영업MD;수입의류,
U04321,R00559,MD;VMD;영업관리,
U04416,R00559,컬러;소재;디자인;기획;마케팅,
U04532,R00559,패션디자인;VMD;텍스타일디자인;소재디자인;여성복디자인,
U04641,R00559,상품기획MD,
U04662,R00559,기획MD;상품기획;영업MD;VMD;디스플레이;머천다이저;매장영업관리,
U04666,R00559,경영관리;경영지원;기획;전략기획;MD;마케팅;마케팅기획;생산관리;영업관리;영업기획,
U04918,R00559,의상디자인;머천다이저,
U04921,R00559,디자이너;기획MD,
U05019,R00559,기획영업MD,
U05192,R00559,의류,
U05203,R00559,패션디자인;섬유디자인;스포츠웨어디자인;소재디자인;텍스타일디자인,
U05300,R00559,피팅디자이너;상품기획,
U05381,R00559,상품기획MD;유통MD;홈쇼핑MD,
U06089,R00559,영업관리,
U06349,R00559,사업기획;패션마케팅;생산관리;구두;신발;신발디자인;마케팅기획;일반사무;QC;상품기획;오더관리;시장조사,
U06394,R00559,상품기획;마케팅;MD,
U06669,R00559,머천다이저;MD;상품기획;패션;의류사업,
U07016,R00559,여성복디자인;남성복디자인;데님디자인,
U07426,R00559,머천다이저,
U07474,R00559,삼품기획;생산관리;MD;MD;일본,
U07600,R00559,MD,
U07695,R00559,영업관리;영업기획;매장관리;대리점관리;거래처관리;영업지원,
U07713,R00559,머천다이저;상품기획;MD;패션MD;의류;바잉MD;BUYINGMD,
U07911,R00559,우븐디자인;악세사리디자인;머천다이징;바잉,
U08050,R00559,그래픽디자이너,
U08330,R00559,상품기획MD,
U08388,R00559,우븐생산관리;자재구매관리,
U00114,R02238,의류,
U00757,R02238,영업관리,
U00878,R02238,상품기획;영업관리,
U00953,R02238,영업기획및영업관리MD,
U01663,R02238,,
U01755,R02238,자재구매관리;영업MD;상품기획,
U02095,R02238,디스플레이;코디네이터;라운딩;VMD,
U02971,R02238,상품기획;머천다이저,
U03362,R02238,영업관리;무역일본어;MD,
U03553,R02238,영업MD,
U04605,R02238,온라인유통망관리;상품기획;웹전시관리,
U04662,R02238,기획MD;상품기획;영업MD;VMD;디스플레이;머천다이저;매장영업관리,
U05071,R02238,MD영업관리,
U05293,R02238,영업기획,
U05325,R02238,섬유공학과의류패션일본어,
U06227,R02238,MD;영업MD;기획MD;머천다이저;브랜드MD;유통;온라인,
U06250,R02238,백화점영업;해외무역;해외영업;바잉MD,
U06431,R02238,영업MD;영업관리;상품관리,
U07144,R02238,여성복,
U07290,R02238,영업MD,
U07834,R02238,삽마스터,
U00114,R06192,의류,
U01105,R06192,패션의류기획MD,
U01372,R06192,소재디자이너,
U01451,R06192,의상디자인;우븐디자이너,
U01457,R06192,니트디자인;스웨터디자인;의상디자인,
U02015,R06192,영업기획;영업관리,
U02122,R06192,패션디자인;여성복디자인;우븐디자인,
U02624,R06192,영업MD;영업기획,
U03377,R06192,아동복디자이너;캐쥬얼디자이너;스포츠디자이너;패션디자인;의상디자인,
U03387,R06192,캐주얼디자인;남성복디자인,
U04218,R06192,기획MD;마케팅;홍보;상품기획,
U04376,R06192,디자이너,
U05300,R06192,피팅디자이너;상품기획,
U05995,R06192,여성복디자인;우븐디자인;잡화디자인;패션디자인,
U06560,R06192,불어;패션머천다이징필기합격,
U06687,R06192,영업관리;영업기획;마케팅;마케팅기획;MBA;기술개발;RD;QC;QA;생산;생산관리,
U07862,R06192,우븐디자이너,
U00115,R03511,인사관리;인사;무역사무;무역일반;일본무역;무역사무;일본어;일본무역;수출입관리,
U01039,R03511,거래처관리;대리점관리;매장관리;매출관리;영업관리,
U03240,R03511,해외영업;해외마케팅;해외영업관리;해외생산관리,
U06749,R03511,영어,
U06969,R03511,무역영어;무역실무;무역사무;무역;영업관리;영업기획;국내영업;백화점영업,
U07189,R03511,바이어;경영관리;인사관리;인사기획;비서;임원비서;해외영업;바이어상담;바이어관리,
U00115,R01301,인사관리;인사;무역사무;무역일반;일본무역;무역사무;일본어;일본무역;수출입관리,
U00684,R01301,국제사;무역;바이어관리;바이어발굴;바이어상담;수출입;해외영업,
U02120,R01301,경영;바이어;시장조사;마케팅;브랜딩;경영전략;무역영어;해외사업;해외마케팅;해외영업;바이어관리;호텔리어;호텔;해외시장개척;해외구매;수출입,
U03147,R01301,사무;무역;무역사무;무역영어;바이어관리;바이어상담;선적;해외영업;구매자재;수출입,
U05007,R01301,무역;수출입;통관;항공운송;해상운송;보세운송;물류;물류관리;수출입관리;포워딩;해외영업;일본어;거래처관리;고객관리,
U05400,R01301,마케팅;머천다이저;MD;바잉;인사;기획;홍보;비서;디자이너,
U07189,R01301,바이어;경영관리;인사관리;인사기획;비서;임원비서;해외영업;바이어상담;바이어관리,
U00116,R06183,영업기획;영업MD,
U00399,R06183,상품기획,
U01050,R06183,VMD;디스플레이;코디네이터;마케팅;브랜딩,
U01473,R06183,그래픽디자이너;여성복디자이너;캐주얼웨어디자이너,
U01987,R06183,벤더;해외영업;MR;기획MD,
U02171,R06183,상품기획;캐주얼;남성복;스포츠,
U02345,R06183,의류디자인,
U02386,R06183,상품기획;시즌기획;바잉,
U02557,R06183,VMD;디스플레이;디자인;패션;코스메틱;마케팅,
U02743,R06183,VMD,
U04274,R06183,상품기획;기획MD;생산MD;생산;중국;중국어,
U05585,R06183,영업MD;머천다이저;MD,
U06243,R06183,디자이너;MD;VMD;디스플레이;머천다이저,
U06371,R06183,구매관리;해외영업;원단,
U07685,R06183,브랜드홍보;웹마스터;기획,
U08194,R06183,상품기획,
U00116,R03702,영업기획;영업MD,DISCOVERY;유통MD팀
U03580,R03702,영업MD;기획MD,DISCOVERY;유통MD팀
U04208,R03702,영업;매장영업;홀세일영업;영업관리;영업MD;영업기획,DISCOVERY;유통MD팀
U04610,R03702,기획MD;영업MD,DISCOVERY;유통MD팀
U07164,R03702,바잉;상품기획;디자이너;머천다이저;MD;기획,DISCOVERY;유통MD팀
U00116,R06091,영업기획;영업MD,
U00666,R06091,리테일MD;바잉MD,
U04161,R06091,상품기획;기획MD,
U05100,R06091,디자이너,
U05585,R06091,영업MD;머천다이저;MD,
U05696,R06091,상품기획;생산관리;MD,
U07922,R06091,여성복디자이너;캐주얼웨어디자이너;MD;스타일리스트;코디네이터;VMD;디스플레이;영캐주얼,
U08284,R06091,TD;QC;MD;MR;남성복브랜드;남성복;브랜드영업;영업,
U00116,R00365,영업기획;영업MD,
U00521,R00365,가두영업;패션영업;여성복,
U06085,R00365,영업MD;유통MD;영업기획;유통기획;여성복MD;캐쥬얼MD;백화점MD,
U07177,R00365,매장영업관리,
U07190,R00365,매장엽업관리;영업MD;경영기획;회계;인사;총무,
U07491,R00365,영업MD;영업기획,
U00117,R01889,영업지원;거래처관리;대리점관리;영업관리;매장관리;유통;백화점영업;유통영업,
U00900,R01889,백화점영업;매장영업관리,
U00986,R01889,매장영업영업관리,
U02536,R01889,매장영업관리;총판영업관리,
U04079,R01889,섬유;의류;니트;아동복;스포츠웨어;봉제;캐주얼,
U04090,R01889,영업;영업기획;영업MD;영업관리;매장영업관리;머천다이져,
U04394,R01889,패션디자이너;데님디자이너;가죽디자이너;디스플레이,
U05461,R01889,백화점;대리점;영업관리;영업MD;유아동,
U05509,R01889,대리점및백화점할인점매장관리,
U06392,R01889,영업지원;거래처관리;대리점관리;매장관리;매출관리;영업관리;영업기획;백화점영업;매장관리;유통영업;국내영업;할인점;영업기획,
U07753,R01889,영업관리,
U00117,R03246,영업지원;거래처관리;대리점관리;영업관리;매장관리;유통;백화점영업;유통영업,
U00816,R03246,국내영업;영업관리;영업기획;총판영업;채널영업;거래처관리;대리점관리;매출관리;거래선개발;고객관리;기술영업;화공;화학;유통영업,
U00907,R03246,영업MD;영업기획,
U01029,R03246,매장영업관리,
U02253,R03246,생산관리,
U03038,R03246,머천다이저;상품기획,
U03094,R03246,매장영업관리및매장개설,
U03663,R03246,거래처관리;매장관리,
U04090,R03246,영업;영업기획;영업MD;영업관리;매장영업관리;머천다이져,
U04247,R03246,거래처관리;대리점관리;매출관리;영업관리;영업기획;영업지원;영업기획;거래처관리;고객관리;국내영업;유통영업;화장품영업,
U05043,R03246,기획및관리,
U05423,R03246,영업기획;영업관리;기획MD;영업MD;MD;재고;물류;기획;섬유;의류;침구;홈패션;남성복;캐주얼;스포츠웨어,
U05464,R03246,영업관리,
U06042,R03246,가방;악세사리;신발;섬유;의류;거래처관리;대리점관리;매장관리;매출관리;영업관리;영업기획;영업지원,
U06052,R03246,머천다이저,
U06121,R03246,매장영업관리지원,
U06533,R03246,영업MD,
U06719,R03246,영업지원;영업관리,
U07264,R03246,매장영업관리;상품기획,
U07539,R03246,매장영업관리및상품관리,
U07867,R03246,영업,
U00118,R01693,홍보;마케팅,
U01251,R01693,VMD디자이너텍스타일,
U01758,R01693,영업,
U03457,R01693,마케팅;마케팅기획;브랜딩;패션마케팅;VMD;패션디자인;실내디자인;인테리어;광고기획;디자인;색채,
U05062,R01693,스포츠웨어;캐주얼;신발;의류;아동복;스포츠마케팅;패션마케팅;광고기획;이벤트;프로모션;홍보;인테리어;VMD;디스플레이,
U07970,R01693,텍스타일디자이너;VMD,
U00118,R05393,홍보;마케팅,
U00478,R05393,마케팅;홍보;기자,
U02681,R05393,마케팅;광고;홍보;그래픽디자인,
U05062,R05393,스포츠웨어;캐주얼;신발;의류;아동복;스포츠마케팅;패션마케팅;광고기획;이벤트;프로모션;홍보;인테리어;VMD;디스플레이,
U08449,R05393,홍보;마케팅,
U00119,R01059,기획;마케팅;홍보;프로모션;트렌드,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
U00359,R01059,남성복디자이너,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
U01259,R01059,머천다이저,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
U02671,R01059,MD;기획MD;생산MD;영업MD;바잉MD;머천다이저;상품기획;남성복;여성복,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
U03088,R01059,MD;여성복MD;영업MD,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
U06054,R01059,머천다이저;상품기획;남성복;여성복;캐주얼;섬유;생산,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
U08186,R01059,리테일MD;패션MD;상품기획;마케팅;마케팅기획;광고기획;IMC;브랜딩;프로모션;전시,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
U00119,R05644,기획;마케팅;홍보;프로모션;트렌드,영업MD
U03636,R05644,영업기획;영업MD;영업관리,영업MD
U04804,R05644,패션디자인;영업MD;영업직무;홈쇼핑,영업MD
U05951,R05644,마케팅;VMD;기획,영업MD
U06529,R05644,영업MD;영업기획,영업MD
U00119,R05275,기획;마케팅;홍보;프로모션;트렌드,
U01391,R05275,패션디자이너;그래픽디자이너,
U01550,R05275,패션디자인;여성복디자인,
U06390,R05275,일러스트;포토샵;남성니트디자인;악세사리디자인,
U06806,R05275,의류디자인;의상디자인;텍스타일;소재디자인;스포츠웨어;이너웨어,
U00119,R01359,기획;마케팅;홍보;프로모션;트렌드,
U01047,R01359,영업MD,
U01944,R01359,상품기획;MD,
